Commuter,Origen,Origen_LA,Destination,Destination_LA,Travel_time
2835,(place 1238),Trafford,(place 1234),Rochdale,43
1789,(place 1231),Oldham,(place 1238),Trafford,35
1366,(place 1226),Manchester,(place 1237),Trafford,20
2271,(place 1225),Manchester,(place 1225),Manchester,2
2946,(house 1007),Rochdale,(place 1234),Rochdale,8
2993,(place 1236),Salford,(place 1235),Salford,4
1562,(place 1233),Rochdale,(house 661),Manchester,65
2842,(place 1231),Oldham,(place 1236),Salford,34
2184,(house 1097),Tameside,(place 1225),Manchester,14
1657,(place 1232),Oldham,(house 546),Manchester,19
2082,(house 1163),Tameside,(place 1230),Tameside,15
2174,(place 1230),Tameside,(place 1230),Tameside,2
3362,(house 754),Oldham,(place 1234),Rochdale,52
2034,(place 1230),Tameside,(place 1225),Manchester,14
3063,(place 1237),Trafford,(place 1232),Oldham,25
1952,(place 1237),Trafford,(house 511),Manchester,24
2623,(place 1234),Rochdale,(place 1236),Salford,55
1813,(house 624),Manchester,(place 1226),Manchester,20
3273,(place 1232),Oldham,(place 1228),Bury,21
2111,(place 1229),Tameside,(place 1230),Tameside,17
1460,(place 1227),Bury,(house 103),Salford,26
3279,(place 1232),Oldham,(place 1236),Salford,39
2751,(place 1227),Bury,(place 1238),Trafford,27
2651,(place 1237),Trafford,(house 352),Trafford,6
2762,(place 1231),Oldham,(place 1233),Rochdale,30
2277,(place 1229),Tameside,(place 1230),Tameside,11
1407,(place 1235),Salford,(place 1226),Manchester,28
1376,(place 1227),Bury,(place 1227),Bury,2
3389,(place 1231),Oldham,(place 1226),Manchester,45
2286,(place 1229),Tameside,(place 1229),Tameside,2
3188,(place 1232),Oldham,(place 1233),Rochdale,16
2963,(place 1235),Salford,(place 1232),Oldham,37
2201,(house 1125),Tameside,(place 1225),Manchester,14
2014,(house 1170),Tameside,(house 1170),Tameside,2
2150,(place 1229),Tameside,(place 1229),Tameside,2
1324,(place 1227),Bury,(place 1235),Salford,24
2216,(house 1111),Tameside,(place 1229),Tameside,6
1884,(house 570),Manchester,(place 1226),Manchester,8
2179,(place 1230),Tameside,(place 1225),Manchester,14
2752,(house 324),Trafford,(place 1227),Bury,16
3101,(place 1232),Oldham,(house 1015),Rochdale,20
2956,(house 974),Rochdale,(place 1227),Bury,43
2597,(place 1232),Oldham,(place 1237),Trafford,32
2538,(place 1234),Rochdale,(place 1228),Bury,35
2107,(place 1230),Tameside,(place 1230),Tameside,2
2173,(house 1145),Tameside,(place 1229),Tameside,10
2266,(house 1140),Tameside,(place 1230),Tameside,14
1851,(place 1225),Manchester,(place 1229),Tameside,13
2039,(house 1158),Tameside,(house 1158),Tameside,2
1825,(house 539),Manchester,(house 539),Manchester,2
2941,(place 1236),Salford,(place 1227),Bury,25
2298,(house 858),Bury,(place 1233),Rochdale,35
2166,(place 1225),Manchester,(place 1225),Manchester,2
2143,(place 1229),Tameside,(place 1229),Tameside,2
2320,(place 1232),Oldham,(place 1234),Rochdale,20
2000,(place 1234),Rochdale,(place 1236),Salford,42
2442,(place 1227),Bury,(place 1234),Rochdale,45
2171,(place 1230),Tameside,(house 1181),Tameside,11
1785,(place 1225),Manchester,(house 605),Manchester,5
2190,(place 1229),Tameside,(place 1229),Tameside,2
2033,(place 1230),Tameside,(house 1099),Tameside,8
3072,(place 1238),Trafford,(place 1235),Salford,27
1565,(place 1225),Manchester,(house 695),Manchester,8
1991,(place 1238),Trafford,(place 1238),Trafford,2
2213,(place 1230),Tameside,(place 1230),Tameside,2
2037,(house 1136),Tameside,(place 1225),Manchester,13
2800,(place 1237),Trafford,(place 1234),Rochdale,38
1333,(house 226),Salford,(house 226),Salford,2
1807,(place 1237),Trafford,(place 1235),Salford,22
2085,(place 1229),Tameside,(house 1110),Tameside,8
2048,(house 1213),Tameside,(house 1213),Tameside,2
1998,(place 1237),Trafford,(place 1236),Salford,22
1638,(house 595),Manchester,(place 1235),Salford,23
2634,(place 1236),Salford,(place 1235),Salford,6
1938,(house 541),Manchester,(place 1225),Manchester,12
2100,(place 1229),Tameside,(place 1229),Tameside,2
1286,(place 1233),Rochdale,(place 1231),Oldham,13
2149,(place 1230),Tameside,(place 1230),Tameside,2
1475,(place 1227),Bury,(house 143),Salford,28
2233,(place 1225),Manchester,(house 1117),Tameside,10
2254,(house 1136),Tameside,(house 1136),Tameside,2
2827,(place 1227),Bury,(house 378),Trafford,26
2784,(house 358),Trafford,(place 1231),Oldham,51
2138,(place 1225),Manchester,(place 1225),Manchester,2
1556,(place 1228),Bury,(place 1227),Bury,6
2719,(place 1234),Rochdale,(place 1232),Oldham,31
1422,(house 145),Salford,(place 1238),Trafford,31
2080,(place 1230),Tameside,(place 1230),Tameside,2
3066,(place 1238),Trafford,(house 1024),Rochdale,44
2052,(house 1213),Tameside,(place 1225),Manchester,12
1487,(place 1237),Trafford,(place 1231),Oldham,34
2489,(place 1232),Oldham,(place 1236),Salford,28
2038,(house 1196),Tameside,(house 1196),Tameside,2
1642,(place 1227),Bury,(house 467),Manchester,23
1645,(place 1225),Manchester,(house 569),Manchester,8
2064,(place 1229),Tameside,(house 1157),Tameside,7
2221,(house 1202),Tameside,(house 1202),Tameside,2
2385,(place 1233),Rochdale,(house 904),Bury,65
2061,(place 1229),Tameside,(house 1116),Tameside,13
2459,(place 1235),Salford,(place 1233),Rochdale,83
2425,(place 1236),Salford,(house 946),Bury,34
2304,(house 917),Bury,(place 1228),Bury,11
2680,(place 1228),Bury,(place 1227),Bury,6
2239,(place 1229),Tameside,(place 1229),Tameside,2
1778,(house 470),Manchester,(house 470),Manchester,2
2279,(place 1225),Manchester,(place 1225),Manchester,2
2025,(place 1225),Manchester,(house 1098),Tameside,8
2620,(place 1237),Trafford,(place 1232),Oldham,23
1982,(house 488),Manchester,(place 1235),Salford,17
3059,(place 1228),Bury,(place 1237),Trafford,20
2446,(place 1227),Bury,(place 1234),Rochdale,37
1609,(place 1225),Manchester,(house 433),Manchester,4
1274,(place 1231),Oldham,(place 1233),Rochdale,18
2173,(place 1229),Tameside,(place 1229),Tameside,2
2061,(house 1116),Tameside,(house 1116),Tameside,2
1372,(place 1232),Oldham,(place 1228),Bury,21
2659,(place 1238),Trafford,(house 320),Trafford,19
2920,(house 1070),Rochdale,(place 1234),Rochdale,49
1562,(house 661),Manchester,(house 661),Manchester,2
1944,(house 600),Manchester,(place 1229),Tameside,23
2408,(place 1237),Trafford,(house 934),Bury,21
1657,(house 546),Manchester,(house 546),Manchester,2
3352,(place 1231),Oldham,(place 1233),Rochdale,12
2762,(place 1233),Rochdale,(place 1233),Rochdale,2
2512,(place 1238),Trafford,(place 1227),Bury,27
2167,(place 1229),Tameside,(place 1225),Manchester,25
3084,(place 1233),Rochdale,(place 1238),Trafford,40
2254,(house 1136),Tameside,(house 1136),Tameside,2
1460,(house 103),Salford,(house 103),Salford,2
2752,(place 1227),Bury,(place 1227),Bury,2
2330,(place 1228),Bury,(place 1233),Rochdale,45
2341,(place 1237),Trafford,(place 1238),Trafford,12
1298,(place 1227),Bury,(house 242),Salford,7
2233,(house 1117),Tameside,(house 1117),Tameside,2
1686,(place 1226),Manchester,(place 1228),Bury,30
2171,(house 1181),Tameside,(house 1181),Tameside,2
2066,(place 1229),Tameside,(house 1130),Tameside,7
3362,(place 1234),Rochdale,(place 1234),Rochdale,2
2093,(house 1159),Tameside,(place 1229),Tameside,10
1827,(house 513),Manchester,(place 1225),Manchester,6
2080,(place 1230),Tameside,(place 1230),Tameside,2
2320,(place 1234),Rochdale,(place 1234),Rochdale,2
2760,(place 1226),Manchester,(place 1237),Trafford,25
1540,(place 1234),Rochdale,(place 1237),Trafford,52
2014,(house 1170),Tameside,(house 1170),Tameside,2
2275,(place 1228),Bury,(place 1226),Manchester,28
1616,(place 1238),Trafford,(place 1232),Oldham,30
3331,(place 1238),Trafford,(place 1231),Oldham,48
2042,(place 1225),Manchester,(place 1230),Tameside,14
1321,(place 1238),Trafford,(house 213),Salford,13
2239,(place 1229),Tameside,(place 1229),Tameside,2
3100,(house 988),Rochdale,(place 1226),Manchester,48
2286,(place 1229),Tameside,(place 1229),Tameside,2
3172,(place 1228),Bury,(place 1232),Oldham,21
2876,(house 1035),Rochdale,(place 1231),Oldham,8
2680,(place 1227),Bury,(place 1227),Bury,2
2150,(place 1229),Tameside,(place 1229),Tameside,2
2394,(place 1236),Salford,(house 914),Bury,65
2092,(house 1154),Tameside,(place 1229),Tameside,10
2243,(place 1229),Tameside,(house 1216),Tameside,11
2045,(place 1225),Manchester,(place 1230),Tameside,15
2826,(place 1238),Trafford,(place 1237),Trafford,16
2264,(house 1218),Tameside,(place 1225),Manchester,9
1333,(house 226),Salford,(house 226),Salford,2
1313,(place 1235),Salford,(place 1228),Bury,25
2085,(house 1110),Tameside,(house 1110),Tameside,2
2990,(house 1023),Rochdale,(place 1235),Salford,129
2082,(place 1230),Tameside,(place 1230),Tameside,2
1709,(place 1237),Trafford,(place 1231),Oldham,31
1422,(place 1238),Trafford,(place 1238),Trafford,2
2719,(place 1232),Oldham,(place 1232),Oldham,2
3051,(house 1026),Rochdale,(place 1231),Oldham,17
1327,(house 163),Salford,(place 1233),Rochdale,42
2956,(place 1227),Bury,(place 1227),Bury,2
1860,(place 1229),Tameside,(place 1230),Tameside,10
2051,(house 1133),Tameside,(place 1226),Manchester,34
2368,(house 858),Bury,(place 1238),Trafford,29
2048,(house 1213),Tameside,(house 1213),Tameside,2
2241,(house 1215),Tameside,(place 1229),Tameside,6
1988,(house 583),Manchester,(place 1225),Manchester,9
1778,(house 470),Manchester,(house 470),Manchester,2
2023,(place 1228),Bury,(place 1234),Rochdale,35
2131,(place 1225),Manchester,(house 1145),Tameside,6
2165,(place 1237),Trafford,(place 1231),Oldham,30
2250,(place 1230),Tameside,(house 1171),Tameside,11
2201,(place 1225),Manchester,(place 1225),Manchester,2
2134,(house 1216),Tameside,(place 1230),Tameside,14
2142,(house 1215),Tameside,(place 1229),Tameside,6
2216,(place 1229),Tameside,(place 1229),Tameside,2
2963,(place 1232),Oldham,(place 1232),Oldham,2
2499,(place 1233),Rochdale,(place 1235),Salford,58
2435,(place 1228),Bury,(place 1227),Bury,5
3023,(house 1045),Rochdale,(place 1226),Manchester,33
1515,(place 1237),Trafford,(place 1236),Salford,20
3072,(place 1235),Salford,(place 1235),Salford,2
3189,(place 1225),Manchester,(place 1229),Tameside,12
2494,(house 954),Bury,(place 1238),Trafford,46
2816,(place 1228),Bury,(house 350),Trafford,20
2961,(place 1228),Bury,(house 980),Rochdale,38
1890,(place 1230),Tameside,(house 503),Manchester,17
2784,(place 1231),Oldham,(place 1231),Oldham,2
1829,(place 1228),Bury,(place 1227),Bury,6
2107,(place 1230),Tameside,(place 1230),Tameside,2
2238,(place 1229),Tameside,(house 1142),Tameside,12
2538,(place 1228),Bury,(place 1228),Bury,2
2570,(house 269),Trafford,(place 1235),Salford,44
1598,(place 1225),Manchester,(place 1230),Tameside,14
2038,(house 1196),Tameside,(house 1196),Tameside,2
2100,(place 1229),Tameside,(place 1229),Tameside,2
1299,(house 194),Salford,(place 1228),Bury,13
1794,(house 633),Manchester,(place 1230),Tameside,12
2101,(place 1229),Tameside,(place 1230),Tameside,8
1825,(house 539),Manchester,(house 539),Manchester,2
1328,(place 1226),Manchester,(place 1236),Salford,26
1879,(house 694),Manchester,(place 1225),Manchester,11
3028,(place 1238),Trafford,(place 1233),Rochdale,43
3200,(place 1238),Trafford,(place 1226),Manchester,25
2576,(place 1234),Rochdale,(place 1236),Salford,42
1926,(house 445),Manchester,(place 1233),Rochdale,129
1883,(place 1238),Trafford,(place 1236),Salford,25
2445,(place 1235),Salford,(place 1227),Bury,23
3090,(place 1233),Rochdale,(place 1226),Manchester,47
2180,(place 1230),Tameside,(place 1225),Manchester,15
2277,(place 1230),Tameside,(place 1230),Tameside,2
2284,(place 1229),Tameside,(house 1199),Tameside,9
2039,(house 1158),Tameside,(house 1158),Tameside,2
2678,(place 1233),Rochdale,(place 1236),Salford,53
2166,(place 1225),Manchester,(place 1225),Manchester,2
1376,(place 1227),Bury,(place 1227),Bury,2
1246,(house 227),Salford,(place 1236),Salford,7
2674,(house 284),Trafford,(place 1232),Oldham,44
2103,(place 1229),Tameside,(house 1128),Tameside,8
2260,(place 1229),Tameside,(house 1135),Tameside,6
1879,(place 1225),Manchester,(place 1225),Manchester,2
1857,(place 1227),Bury,(place 1228),Bury,5
2131,(house 1145),Tameside,(house 1145),Tameside,2
3291,(place 1233),Rochdale,(place 1234),Rochdale,14
1993,(place 1230),Tameside,(house 695),Manchester,65
2396,(place 1237),Trafford,(house 848),Bury,29
2990,(place 1235),Salford,(place 1235),Salford,2
2839,(place 1237),Trafford,(house 348),Trafford,12
2045,(place 1230),Tameside,(place 1230),Tameside,2
3029,(place 1227),Bury,(place 1228),Bury,16
3104,(place 1236),Salford,(house 1015),Rochdale,44
2119,(place 1229),Tameside,(house 1123),Tameside,10
2368,(place 1238),Trafford,(place 1238),Trafford,2
1496,(place 1237),Trafford,(place 1227),Bury,25
2250,(house 1171),Tameside,(house 1171),Tameside,2
3400,(place 1234),Rochdale,(place 1237),Trafford,52
2166,(place 1225),Manchester,(place 1225),Manchester,2
2011,(place 1229),Tameside,(place 1230),Tameside,23
2703,(place 1238),Trafford,(house 385),Trafford,8
1440,(house 194),Salford,(place 1227),Bury,13
3229,(place 1228),Bury,(house 752),Oldham,29
1761,(house 601),Manchester,(place 1232),Oldham,21
1749,(place 1225),Manchester,(house 400),Manchester,10
2150,(place 1229),Tameside,(place 1229),Tameside,2
2275,(place 1226),Manchester,(place 1226),Manchester,2
2082,(place 1230),Tameside,(place 1230),Tameside,2
1241,(place 1231),Oldham,(place 1235),Salford,42
3403,(house 781),Oldham,(place 1233),Rochdale,12
1775,(place 1225),Manchester,(place 1230),Tameside,22
1562,(house 661),Manchester,(house 661),Manchester,2
1582,(place 1235),Salford,(place 1233),Rochdale,43
1988,(place 1225),Manchester,(place 1225),Manchester,2
3362,(place 1234),Rochdale,(place 1234),Rochdale,2
2530,(house 956),Bury,(place 1236),Salford,37
3019,(house 998),Rochdale,(place 1228),Bury,41
1251,(house 172),Salford,(place 1237),Trafford,17
3021,(place 1234),Rochdale,(house 1040),Rochdale,66
2277,(place 1230),Tameside,(place 1230),Tameside,2
1709,(place 1231),Oldham,(place 1231),Oldham,2
2832,(place 1235),Salford,(house 291),Trafford,27
2201,(place 1225),Manchester,(place 1225),Manchester,2
2061,(house 1116),Tameside,(house 1116),Tameside,2
2181,(place 1230),Tameside,(house 1144),Tameside,17
2394,(house 914),Bury,(house 914),Bury,2
2062,(house 1217),Tameside,(place 1225),Manchester,9
2241,(place 1229),Tameside,(place 1229),Tameside,2
2080,(place 1230),Tameside,(place 1230),Tameside,2
1799,(place 1227),Bury,(place 1231),Oldham,28
1827,(place 1225),Manchester,(place 1225),Manchester,2
2218,(place 1229),Tameside,(house 1128),Tameside,8
2224,(house 1192),Tameside,(place 1230),Tameside,13
1416,(place 1232),Oldham,(place 1231),Oldham,11
2173,(place 1229),Tameside,(place 1229),Tameside,2
2876,(place 1231),Oldham,(place 1231),Oldham,2
3173,(place 1233),Rochdale,(house 840),Oldham,37
3044,(place 1235),Salford,(place 1238),Trafford,25
1750,(place 1237),Trafford,(place 1226),Manchester,74
2100,(place 1229),Tameside,(place 1229),Tameside,2
1246,(place 1236),Salford,(place 1236),Salford,2
2746,(place 1228),Bury,(place 1227),Bury,6
1594,(place 1236),Salford,(place 1238),Trafford,28
2391,(place 1231),Oldham,(place 1237),Trafford,40
1542,(place 1233),Rochdale,(place 1232),Oldham,24
3193,(place 1233),Rochdale,(house 732),Oldham,12
1862,(place 1225),Manchester,(house 422),Manchester,6
2775,(place 1238),Trafford,(place 1236),Salford,33
2535,(place 1234),Rochdale,(house 939),Bury,45
1794,(place 1230),Tameside,(place 1230),Tameside,2
3237,(place 1231),Oldham,(house 734),Oldham,9
2238,(house 1142),Tameside,(house 1142),Tameside,2
3003,(place 1235),Salford,(place 1228),Bury,26
2102,(house 1196),Tameside,(place 1229),Tameside,10
3072,(place 1235),Salford,(place 1235),Salford,2
2249,(house 1099),Tameside,(place 1229),Tameside,6
2276,(house 1171),Tameside,(place 1229),Tameside,9
3059,(place 1237),Trafford,(place 1237),Trafford,2
3165,(place 1225),Manchester,(house 775),Oldham,22
2920,(place 1234),Rochdale,(place 1234),Rochdale,2
3200,(place 1226),Manchester,(place 1226),Manchester,2
2078,(place 1225),Manchester,(house 1201),Tameside,16
2475,(house 936),Bury,(place 1228),Bury,9
2070,(house 1193),Tameside,(place 1225),Manchester,10
1783,(place 1226),Manchester,(place 1228),Bury,27
2239,(place 1229),Tameside,(place 1229),Tameside,2
3150,(place 1237),Trafford,(house 741),Oldham,33
2793,(place 1237),Trafford,(place 1238),Trafford,16
1263,(place 1233),Rochdale,(place 1227),Bury,30
2701,(place 1231),Oldham,(place 1226),Manchester,53
1686,(place 1228),Bury,(place 1228),Bury,2
2162,(place 1229),Tameside,(house 1187),Tameside,22
2877,(place 1234),Rochdale,(house 1013),Rochdale,8
1408,(place 1227),Bury,(place 1231),Oldham,25
3031,(place 1236),Salford,(place 1231),Oldham,47
2608,(place 1234),Rochdale,(place 1235),Salford,42
2911,(place 1233),Rochdale,(place 1234),Rochdale,16
1515,(place 1236),Salford,(place 1236),Salford,2
2057,(place 1230),Tameside,(house 1099),Tameside,8
1458,(house 162),Salford,(place 1233),Rochdale,44
1609,(house 433),Manchester,(house 433),Manchester,2
2545,(place 1227),Bury,(place 1238),Trafford,24
3330,(place 1229),Tameside,(house 775),Oldham,15
2264,(place 1225),Manchester,(place 1225),Manchester,2
2897,(place 1234),Rochdale,(place 1226),Manchester,45
2792,(place 1227),Bury,(place 1226),Manchester,25
2165,(place 1231),Oldham,(place 1231),Oldham,2
1530,(house 169),Salford,(place 1238),Trafford,27
2952,(place 1227),Bury,(house 974),Rochdale,43
1298,(house 242),Salford,(house 242),Salford,2
1639,(place 1237),Trafford,(place 1235),Salford,20
3339,(house 844),Oldham,(place 1231),Oldham,10
2014,(house 1170),Tameside,(house 1170),Tameside,2
2541,(place 1237),Trafford,(place 1235),Salford,24
2858,(house 1087),Rochdale,(place 1226),Manchester,45
3022,(place 1238),Trafford,(place 1235),Salford,25
2836,(place 1232),Oldham,(place 1236),Salford,30
2797,(place 1236),Salford,(house 322),Trafford,19
2760,(place 1237),Trafford,(place 1237),Trafford,2
1274,(place 1233),Rochdale,(place 1233),Rochdale,2
1997,(house 500),Manchester,(place 1238),Trafford,33
1837,(house 513),Manchester,(place 1230),Tameside,15
1692,(place 1236),Salford,(place 1237),Trafford,20
2148,(house 1113),Tameside,(place 1230),Tameside,10
2446,(place 1234),Rochdale,(place 1234),Rochdale,2
2107,(place 1230),Tameside,(place 1230),Tameside,2
2121,(house 1193),Tameside,(place 1229),Tameside,6
2688,(place 1235),Salford,(place 1237),Trafford,22
2134,(place 1230),Tameside,(place 1230),Tameside,2
3090,(place 1226),Manchester,(place 1226),Manchester,2
1829,(place 1227),Bury,(place 1227),Bury,2
1599,(place 1226),Manchester,(place 1228),Bury,97
1760,(house 683),Manchester,(place 1237),Trafford,20
1464,(place 1228),Bury,(house 135),Salford,29
3360,(house 820),Oldham,(place 1235),Salford,130
1699,(house 403),Manchester,(place 1226),Manchester,23
2602,(house 294),Trafford,(place 1231),Oldham,35
2757,(place 1233),Rochdale,(place 1236),Salford,53
2530,(place 1236),Salford,(place 1236),Salford,2
2780,(place 1232),Oldham,(house 269),Trafford,61
3165,(house 775),Oldham,(house 775),Oldham,2
2126,(house 1151),Tameside,(place 1229),Tameside,12
1338,(place 1227),Bury,(house 189),Salford,28
1419,(house 204),Salford,(house 204),Salford,6
2852,(house 1078),Rochdale,(place 1235),Salford,43
1781,(house 526),Manchester,(place 1235),Salford,41
2223,(place 1230),Tameside,(house 1207),Tameside,22
1760,(place 1237),Trafford,(place 1237),Trafford,2
2063,(house 1187),Tameside,(place 1230),Tameside,27
2145,(house 1219),Tameside,(place 1230),Tameside,17
1984,(place 1233),Rochdale,(place 1234),Rochdale,13
2876,(place 1231),Oldham,(place 1231),Oldham,2
2746,(place 1227),Bury,(place 1227),Bury,2
2405,(place 1227),Bury,(place 1231),Oldham,25
2071,(house 1171),Tameside,(place 1225),Manchester,9
1645,(house 569),Manchester,(house 569),Manchester,4
1949,(place 1235),Salford,(place 1227),Bury,23
2446,(place 1234),Rochdale,(place 1234),Rochdale,2
1355,(place 1235),Salford,(house 217),Salford,14
1988,(place 1225),Manchester,(place 1225),Manchester,2
2775,(place 1236),Salford,(place 1236),Salford,2
2134,(place 1230),Tameside,(place 1230),Tameside,2
3275,(place 1231),Oldham,(place 1226),Manchester,45
2239,(place 1229),Tameside,(place 1229),Tameside,2
2344,(place 1238),Trafford,(place 1231),Oldham,48
2131,(house 1145),Tameside,(house 1145),Tameside,2
3171,(house 758),Oldham,(place 1229),Tameside,13
3134,(place 1235),Salford,(place 1236),Salford,5
2760,(place 1237),Trafford,(place 1237),Trafford,2
2880,(house 1013),Rochdale,(place 1234),Rochdale,8
1406,(place 1238),Trafford,(house 194),Salford,39
3104,(house 1015),Rochdale,(house 1015),Rochdale,2
1797,(place 1228),Bury,(house 692),Manchester,11
2249,(place 1229),Tameside,(place 1229),Tameside,2
1408,(place 1231),Oldham,(place 1231),Oldham,2
3332,(place 1233),Rochdale,(place 1235),Salford,40
1903,(place 1226),Manchester,(place 1237),Trafford,30
1879,(place 1225),Manchester,(place 1225),Manchester,2
1676,(house 589),Manchester,(place 1237),Trafford,23
1708,(place 1230),Tameside,(place 1229),Tameside,8
2907,(place 1233),Rochdale,(place 1235),Salford,39
1620,(place 1226),Manchester,(place 1227),Bury,26
2563,(place 1238),Trafford,(place 1237),Trafford,27
1753,(place 1229),Tameside,(place 1230),Tameside,17
1643,(house 391),Manchester,(place 1225),Manchester,11
1709,(place 1231),Oldham,(place 1231),Oldham,2
2785,(place 1232),Oldham,(place 1226),Manchester,30
3297,(place 1225),Manchester,(place 1230),Tameside,15
2980,(place 1235),Salford,(place 1236),Salford,5
2568,(place 1231),Oldham,(place 1235),Salford,36
2592,(place 1231),Oldham,(house 291),Trafford,43
3059,(place 1237),Trafford,(place 1237),Trafford,2
2391,(place 1237),Trafford,(place 1237),Trafford,2
1309,(place 1231),Oldham,(place 1227),Bury,33
2041,(place 1225),Manchester,(place 1230),Tameside,14
2368,(place 1238),Trafford,(place 1238),Trafford,2
1479,(place 1226),Manchester,(place 1235),Salford,26
1794,(place 1230),Tameside,(place 1230),Tameside,2
2224,(place 1230),Tameside,(place 1230),Tameside,2
2264,(place 1225),Manchester,(place 1225),Manchester,2
2274,(place 1230),Tameside,(house 1106),Tameside,8
1810,(place 1230),Tameside,(house 460),Manchester,15
1652,(place 1228),Bury,(place 1234),Rochdale,35
1383,(house 118),Salford,(place 1234),Rochdale,43
2818,(place 1236),Salford,(place 1235),Salford,5
1498,(place 1228),Bury,(place 1226),Manchester,26
3403,(place 1233),Rochdale,(place 1233),Rochdale,2
2089,(place 1230),Tameside,(place 1229),Tameside,8
2256,(house 1199),Tameside,(place 1230),Tameside,10
2014,(house 1170),Tameside,(house 1170),Tameside,2
2872,(place 1233),Rochdale,(house 1014),Rochdale,26
3206,(place 1238),Trafford,(place 1231),Oldham,35
2181,(house 1144),Tameside,(house 1144),Tameside,2
1609,(house 433),Manchester,(house 433),Manchester,2
2396,(house 848),Bury,(house 848),Bury,2
3083,(place 1231),Oldham,(place 1234),Rochdale,15
3339,(place 1231),Oldham,(place 1231),Oldham,2
2342,(place 1232),Oldham,(house 887),Bury,29
2481,(house 893),Bury,(place 1236),Salford,26
2188,(place 1230),Tameside,(house 1117),Tameside,11
2080,(place 1230),Tameside,(place 1230),Tameside,2
1750,(place 1226),Manchester,(place 1226),Manchester,2
2206,(place 1230),Tameside,(house 1182),Tameside,17
3367,(place 1238),Trafford,(place 1236),Salford,31
3148,(place 1230),Tameside,(house 812),Oldham,14
3058,(place 1233),Rochdale,(place 1226),Manchester,42
3044,(place 1238),Trafford,(place 1238),Trafford,2
1895,(place 1230),Tameside,(house 513),Manchester,15
1707,(place 1225),Manchester,(house 543),Manchester,6
2006,(place 1228),Bury,(house 677),Manchester,33
3178,(house 741),Oldham,(place 1227),Bury,28
2729,(place 1231),Oldham,(place 1232),Oldham,14
2920,(place 1234),Rochdale,(place 1234),Rochdale,2
2220,(place 1229),Tameside,(house 1207),Tameside,17
3029,(place 1228),Bury,(place 1228),Bury,2
2567,(place 1238),Trafford,(place 1232),Oldham,40
2020,(house 1171),Tameside,(place 1225),Manchester,9
1817,(place 1233),Rochdale,(place 1235),Salford,52
3120,(place 1234),Rochdale,(place 1236),Salford,46
2703,(house 385),Trafford,(house 385),Trafford,2
2276,(place 1229),Tameside,(place 1229),Tameside,2
1868,(place 1231),Oldham,(place 1235),Salford,36
2100,(place 1229),Tameside,(place 1229),Tameside,2
2718,(place 1232),Oldham,(place 1235),Salford,28
1837,(place 1230),Tameside,(place 1230),Tameside,2
1877,(place 1232),Oldham,(place 1231),Oldham,14
1971,(house 620),Manchester,(place 1229),Tameside,17
2117,(place 1229),Tameside,(house 1103),Tameside,22
1479,(place 1235),Salford,(place 1235),Salford,2
1977,(house 550),Manchester,(place 1230),Tameside,27
3232,(place 1235),Salford,(house 828),Oldham,67
2621,(place 1238),Trafford,(place 1232),Oldham,30
2278,(house 1215),Tameside,(place 1230),Tameside,8
1249,(house 111),Salford,(place 1228),Bury,18
3104,(house 1015),Rochdale,(house 1015),Rochdale,2
2276,(place 1229),Tameside,(place 1229),Tameside,2
3048,(place 1237),Trafford,(house 999),Rochdale,27
1794,(place 1230),Tameside,(place 1230),Tameside,2
2217,(house 1153),Tameside,(place 1230),Tameside,15
2195,(place 1230),Tameside,(place 1225),Manchester,14
2053,(place 1225),Manchester,(house 1106),Tameside,11
1644,(house 469),Manchester,(place 1230),Tameside,20
3029,(place 1228),Bury,(place 1228),Bury,2
2079,(place 1230),Tameside,(house 1089),Tameside,12
2247,(place 1230),Tameside,(place 1229),Tameside,17
2188,(house 1117),Tameside,(house 1117),Tameside,2
3058,(place 1226),Manchester,(place 1226),Manchester,2
3014,(place 1228),Bury,(house 1050),Rochdale,44
3338,(place 1234),Rochdale,(place 1228),Bury,37
1260,(place 1228),Bury,(place 1231),Oldham,35
2692,(place 1227),Bury,(place 1228),Bury,6
1467,(place 1227),Bury,(place 1236),Salford,23
3043,(house 1032),Rochdale,(place 1238),Trafford,45
1383,(place 1234),Rochdale,(place 1234),Rochdale,2
2267,(house 1104),Tameside,(place 1229),Tameside,7
2703,(house 385),Trafford,(house 385),Trafford,2
2089,(place 1229),Tameside,(place 1229),Tameside,2
2224,(place 1230),Tameside,(place 1230),Tameside,2
2876,(place 1231),Oldham,(place 1231),Oldham,2
2722,(place 1228),Bury,(place 1232),Oldham,21
1804,(place 1237),Trafford,(place 1234),Rochdale,52
2294,(place 1225),Manchester,(house 1197),Tameside,9
2604,(house 303),Trafford,(place 1227),Bury,20
2902,(house 1019),Rochdale,(place 1233),Rochdale,55
1584,(place 1231),Oldham,(house 518),Manchester,67
2631,(house 249),Trafford,(place 1231),Oldham,45
2005,(place 1227),Bury,(place 1226),Manchester,28
2127,(house 1123),Tameside,(place 1229),Tameside,10
3044,(place 1238),Trafford,(place 1238),Trafford,2
1391,(place 1226),Manchester,(place 1228),Bury,27
1949,(place 1227),Bury,(place 1227),Bury,2
1352,(place 1232),Oldham,(house 108),Salford,48
1581,(house 601),Manchester,(place 1228),Bury,6
2410,(place 1233),Rochdale,(place 1237),Trafford,50
2871,(house 1019),Rochdale,(place 1233),Rochdale,55
2484,(place 1228),Bury,(place 1234),Rochdale,39
